"from_requirement_threshold","major.requirement","ISS.against.recommendation","shares.oustanding.base","special.meeting","analyst.coverage","institutional.ownership","past.stock.return","q","firm.size"
0.434910278,1,0,0,0,2.302585093,0.194599047,-0.025329558,1.090831538,9.291753801
0.445232747,1,0,0,0,2.079441542,0.272271684,0.202007637,1.065563426,9.373196535
0.407243378,1,0,0,0,2.079441542,0.257647929,0.049409252,1.090954968,9.39603299
0.22744467,1,0,0,0,1.945910149,0.321888147,-0.0189857,1.056593054,9.487202191
0.063617534,1,1,0,0,2.079441542,0.418367465,-0.063294949,1.052007527,9.508978556
0.4127357,1,0,0,0,2.397895273,0.482119211,-0.226313561,1.008027456,9.51892814
0.465119093,1,0,0,0,2.48490665,0.646731565,0.213328665,0.994454437,9.50280086
0.21952294,0,0,1,0,1.098612289,0.183011502,0.126494613,1.089824889,7.009159579
0.292347994,1,0,1,1,1.945910149,0.397181389,0.908224812,1.105046102,6.942980521
0.481133604,1,0,0,0,1.609437912,0.462527745,1.002676081,1.192742806,7.234558781
0.351130616,1,1,0,0,2.197224577,0.695135127,-0.20322732,1.149846928,7.835737399
0.409554971,1,0,0,0,2.079441542,0.824766143,-0.013717283,1.076561634,8.081259494
0.089891568,1,1,0,0,2.079441542,0.824766143,-0.013717283,1.076561634,8.081259494
0.401244682,1,0,0,0,2.397895273,0.865406961,0.442053526,1.166548358,8.304051207
0.481778739,1,0,0,0,2.397895273,0.865406961,0.442053526,1.166548358,8.304051207
0.468356386,1,0,0,0,2.397895273,0.788260042,0.48633517,1.305139396,8.473673394
0.452078638,1,0,0,0,2.397895273,0.788260042,0.48633517,1.305139396,8.473673394
0.398766345,1,0,0,0,2.397895273,0.788260042,0.48633517,1.305139396,8.473673394
0.458813717,1,0,0,0,2.397895273,0.677379723,0.313598188,1.313248822,8.819739098
0.478070783,1,0,0,0,2.397895273,0.677379723,0.313598188,1.313248822,8.819739098
0.480236778,1,0,0,0,2.564949357,0.802457259,0.051035576,1.133945497,11.79240398
0.322386048,1,0,0,0,2.564949357,0.802457259,0.051035576,1.133945497,11.79240398
0.426398473,1,0,0,0,2.564949357,0.802457259,0.051035576,1.133945497,11.79240398
0.464401693,1,0,0,0,2.302585093,0.754224118,-0.303272792,1.030617696,11.79240398
0.317859043,1,0,0,0,2.772588722,0.789344221,-0.020115875,1.020788752,11.79240398
0.298802751,1,0,0,0,2.772588722,0.789344221,-0.020115875,1.020788752,11.79240398
0.305065599,1,0,0,0,2.63905733,0.811956019,0.285567286,1.010555996,11.79240398
0.253905738,1,0,0,0,1.098612289,0.837946734,-0.060317832,1.643893932,6.808567893
0.351669185,1,1,0,1,0,0.264247583,-0.151079171,1.031839338,6.790628028
0.458921898,1,0,0,0,0,0.264247583,-0.151079171,1.031839338,6.790628028
0.467881017,1,0,0,0,0,0.264247583,-0.151079171,1.031839338,6.790628028
0.492892417,1,0,0,0,0,0.264247583,-0.151079171,1.031839338,6.790628028
0.494883893,1,0,0,0,0.693147181,0.419274583,0.235708706,1.005746045,6.977636689
0.474477976,1,0,0,0,1.098612289,0.40277798,0.024555343,1.006664219,7.019236723
0.435925049,1,0,0,0,0.693147181,0.352722101,0.451239201,1.03014075,7.285725853
0.146891809,1,0,1,0,0.693147181,0.352722101,0.451239201,1.03014075,7.285725853
0.368759099,1,0,0,0,1.945910149,0.849279012,0.08478027,2.491193619,7.256085502
0.215013445,1,0,0,0,1.945910149,0.851121054,0.567250039,2.867253989,7.43366654
0.461271059,1,0,0,0,1.945910149,0.851121054,0.567250039,2.867253989,7.43366654
0.47192697,1,0,0,0,2.397895273,0.818944323,0.003792047,3.348327613,7.725594903
0.311692734,1,0,0,0,2.397895273,0.818944323,0.003792047,3.348327613,7.725594903
0.150065078,1,0,0,0,2.397895273,0.818944323,0.003792047,3.348327613,7.725594903
0.332305548,1,0,1,0,2.397895273,0.918873756,0.220870573,4.090327934,7.814197675
0.258336062,1,0,1,0,2.397895273,0.918873756,0.220870573,4.090327934,7.814197675
0.367476936,1,0,1,0,2.397895273,0.918873756,0.220870573,4.090327934,7.814197675
0.345934919,1,0,0,0,2.397895273,0.837363677,-0.1672258,3.399990314,7.888221966
0.450434771,1,0,0,0,2.397895273,0.837363677,-0.1672258,3.399990314,7.888221966
0.250491461,1,0,1,0,2.890371758,0.872348471,0.096211708,2.815794936,7.9748425
0.49016023,1,0,0,0,3.17805383,0.862103088,0.001406913,2.385420493,8.276674564
0.30338711,1,0,0,0,3.17805383,0.862103088,0.001406913,2.385420493,8.276674564
0.079038304,0,0,1,0,3.17805383,0.862103088,0.001406913,2.385420493,8.276674564
0.25124367,1,0,0,0,3.044522438,0.861264047,0.029073901,2.459630665,8.331176817
0.091234209,1,1,0,0,3.091042453,0.904965262,0.47866322,2.643208395,8.525379591
0.471371898,1,0,0,0,3.091042453,0.904965262,0.47866322,2.643208395,8.525379591
0.360338808,1,0,0,0,2.944438979,0.688098362,0.137278157,3.095937568,8.535543785
0.19524138,1,0,0,0,2.302585093,0.6868657,0.257983259,1.278187386,8.162600079
0.4014351,1,0,0,0,2.302585093,0.6868657,0.257983259,1.278187386,8.162600079
0.089993579,0,0,1,0,2.302585093,0.6868657,0.257983259,1.278187386,8.162600079
0.424124397,1,0,0,0,1.945910149,0.685718248,-0.150525691,0.965800658,8.004328156
0.438524941,1,0,0,0,1.945910149,0.685718248,-0.150525691,0.965800658,8.004328156
0.471256656,1,0,0,0,1.945910149,0.578090891,-0.102698649,1.023151967,8.233569274
0.428728466,1,0,0,0,1.386294361,0.577881823,0.36136656,1.502065526,6.722413165
0.329925387,1,0,0,0,1.386294361,0.577881823,0.36136656,1.502065526,6.722413165
0.12882686,1,1,0,0,1.791759469,0.72573221,0.528246072,1.396963521,6.907663275
0.416471733,1,0,0,0,1.791759469,0.72573221,0.528246072,1.396963521,6.907663275
0.078944915,1,1,1,0,1.791759469,0.72573221,0.528246072,1.396963521,6.907663275
0.470914141,1,0,0,0,1.945910149,0.856139604,0.094741461,1.748018008,7.339105784
0.282154978,1,0,0,0,2.197224577,0.809023571,0.507581918,1.178456793,7.20933286
0.463744875,1,0,0,0,2.079441542,0.87396759,0.210354125,1.285396823,7.246551242
0.183371479,0,0,1,0,1.945910149,0.81962429,0.069913357,1.223300767,7.532942626
0.179998659,0,0,1,0,1.945910149,0.81962429,0.069913357,1.223300767,7.532942626
0.279116908,1,0,0,0,2.079441542,0.857109152,0.404810482,1.43516411,7.660902416
0.300249527,1,0,0,0,0,0.112078531,-0.158798813,1.050463533,4.138584708
0.089792653,0,0,1,0,2.708050201,0.741307763,0.642558964,4.616778626,7.07406347
0.447598633,1,0,0,0,2.708050201,0.741307763,0.642558964,4.616778626,7.07406347
0.479243842,1,0,0,0,3.044522438,0.780856823,0.525896365,4.509980423,7.301718493
0.295148018,1,0,0,0,0,0.814326313,-0.2013212,2.890315813,7.560819255
0.437181764,1,0,0,0,0,0.814326313,-0.2013212,2.890315813,7.560819255
0.379334731,1,0,1,0,2.708050201,0.860230699,0.038668301,1.810309165,8.468344696
0.422262038,1,0,0,0,2.079441542,0.586752642,-0.03953742,2.399378107,5.596687122
0.223622092,1,0,1,0,1.609437912,0.499731721,-0.142636571,1.02782959,5.136151316
0.475638076,1,0,0,0,1.098612289,0.869028161,-0.039236665,2.889203758,5.747231416
0.027513397,1,1,0,0,1.386294361,0.578733399,-0.097519383,1.349129597,6.10597111
0.307093348,1,0,0,0,0.693147181,0.482220333,0.179238716,1.616666889,4.318594168
0.383556806,1,0,1,0,0.693147181,0.511988074,0.235430053,1.803003514,4.423276538
0.248338281,1,0,0,0,0.693147181,0.658098392,-0.091861426,0.897931379,5.636145826
0.212905802,1,0,0,0,2.944438979,0.753526476,-0.587380125,2.109722071,9.431722373
0.378318828,1,0,1,0,2.833213344,0.789768277,0.031880736,2.510835994,9.451481
-0.659960885,0,0,1,0,2.833213344,0.789768277,0.031880736,2.510835994,9.451481
0.297390093,1,0,0,0,2.708050201,0.81760141,0.525804286,2.627653603,9.594649938
0.4849517,1,0,0,0,2.995732274,0.798224712,0.235532946,2.305375062,9.769327391
0.39460477,1,0,0,0,2.995732274,0.798224712,0.235532946,2.305375062,9.769327391
-0.659993511,0,0,1,0,2.995732274,0.798224712,0.235532946,2.305375062,9.769327391
-0.659992611,0,0,1,0,3.044522438,0.795065432,0.29498867,2.445445083,9.922799864
0.263153256,1,0,1,0,3.044522438,0.795065432,0.29498867,2.445445083,9.922799864
0.411245129,1,0,0,0,2.890371758,0.683738309,-0.027834262,2.220468558,10.1626544
0.451039513,1,0,0,0,1.609437912,0.846307031,1.062005313,1.464504294,6.932252751
0.08636874,1,0,0,0,1.609437912,0.846307031,1.062005313,1.464504294,6.932252751
0.398992324,1,0,0,0,2.302585093,0.930293138,0.526859487,1.746582545,7.262979171
0.374789803,1,0,0,0,2.302585093,0.930293138,0.526859487,1.746582545,7.262979171
0.30096265,1,0,0,0,2.708050201,0.835284633,-0.383426385,0.832835057,7.982791831
0.482013607,1,0,0,0,2.772588722,0.833927366,0.770891437,1.336147847,7.951594542
0.413821706,1,0,0,0,2.944438979,0.882441288,0.069835778,1.559752099,8.252524273
0.499245408,1,0,0,0,2.944438979,0.882441288,0.069835778,1.559752099,8.252524273
0.497606469,1,0,0,0,2.995732274,0.89224281,0.444800787,1.587178482,8.538249934
0.496584738,1,0,0,0,2.833213344,0.820356006,-0.176764796,2.918109072,8.070874838
0.450582027,1,0,0,0,3.401197382,0.622027159,0.145110456,3.12602328,7.501059472
0.303411715,1,0,0,0,3.401197382,0.796863988,0.490888446,2.017004917,7.814210197
0.47937316,1,0,0,0,3.401197382,0.796863988,0.490888446,2.017004917,7.814210197
0.387557736,1,0,0,0,2.48490665,0.647251201,0.14896218,1.001364179,11.79240398
0.01860465,1,1,0,0,2.564949357,0.668589394,0.417194084,1.00598091,11.79240398
0.022587113,1,1,0,0,2.564949357,0.668589394,0.417194084,1.00598091,11.79240398
0.082199271,1,1,0,0,2.564949357,0.668589394,0.417194084,1.00598091,11.79240398
0.422668334,1,0,0,0,2.63905733,0.674071149,0.150813177,1.008109884,11.79240398
0.444804304,1,0,0,0,2.772588722,0.658628154,0.401857797,1.009349742,11.79240398
0.007529221,1,1,0,0,2.708050201,0.67987111,0.092397432,1.020950132,11.79240398
0.022718663,1,1,0,0,2.708050201,0.67987111,0.092397432,1.020950132,11.79240398
0.443177042,1,0,0,0,2.708050201,0.67987111,0.092397432,1.020950132,11.79240398
0.459699951,1,0,0,0,2.708050201,0.67987111,0.092397432,1.020950132,11.79240398
0.338636479,1,0,0,0,2.397895273,0.899584636,0.234098311,1.915830151,7.591971699
0.294356127,1,0,1,0,2.397895273,0.899584636,0.234098311,1.915830151,7.591971699
0.303116363,1,0,1,0,2.397895273,0.899584636,0.234098311,1.915830151,7.591971699
0.446798017,1,0,0,0,2.079441542,0.95764975,0.196068053,1.18922861,7.594275047
0.283077458,1,0,0,0,2.833213344,0.836067307,0.390190442,2.339747607,8.625554739
0.445315934,1,0,0,0,2.772588722,0.881610701,0.272443484,2.93400334,8.657403555
0.408586376,1,0,0,0,2.772588722,0.863568171,0.183503546,2.961070727,8.828278021
0.41524618,1,0,0,0,2.302585093,0.817286557,-0.146448977,2.477132848,8.976255052
0.464341965,1,0,0,0,2.302585093,0.817286557,-0.146448977,2.477132848,8.976255052
0.223983352,0,0,1,0,2.302585093,0.817286557,-0.146448977,2.477132848,8.976255052
0.401367045,1,0,0,0,2.397895273,0.800928733,0.056957455,2.456649352,9.13826676
0.477793158,1,0,0,0,2.397895273,0.800928733,0.056957455,2.456649352,9.13826676
0.488419342,1,0,0,0,2.397895273,0.800928733,0.056957455,2.456649352,9.13826676
0.383761494,1,0,0,0,3.044522438,0.77733516,0.071647352,1.991169112,9.337933707
0.309993969,0,0,0,0,3.044522438,0.77733516,0.071647352,1.991169112,9.337933707
0.439540616,1,0,0,0,3.17805383,0.792767844,0.44166758,2.349242696,9.405002141
0.477786552,1,0,0,0,3.17805383,0.792767844,0.44166758,2.349242696,9.405002141
0.308935535,1,0,0,0,3.218875825,0.857165037,-0.00953113,4.848566416,7.960331657
0.070348218,0,0,1,0,3.36729583,0.764120164,-0.134809429,3.334420958,8.126263924
0.449992489,1,0,0,0,3.091042453,1,-0.117702456,1.843588162,8.359098109
0.382650601,1,0,1,0,3.091042453,1,-0.117702456,1.843588162,8.359098109
0.094695407,0,0,1,0,3.091042453,1,-0.117702456,1.843588162,8.359098109
0.234503094,0,0,1,0,3.091042453,1,-0.117702456,1.843588162,8.359098109
0.422461464,1,0,0,0,3.401197382,0.880849731,0.340694028,2.699746417,8.652518524
0.316140825,1,0,0,0,0,0.530281379,0.083188351,1.21083512,6.542948792
0.399649265,1,0,1,0,0,0.530281379,0.083188351,1.21083512,6.542948792
0.464505934,1,0,0,0,0.693147181,0.630374939,0.091492951,1.261188725,6.651079504
-0.05177699,1,1,0,0,1.098612289,0.885061883,0.226993865,1.063211201,6.734102837
0.319643398,1,0,0,0,1.098612289,0.885061883,0.226993865,1.063211201,6.734102837
0.231009731,1,1,0,0,1.098612289,0.330272285,-0.220087294,2.412094231,4.169637546
0.212358045,1,1,0,0,1.098612289,0.330272285,-0.220087294,2.412094231,4.169637546
0.259879192,1,1,1,0,1.098612289,0.330272285,-0.220087294,2.412094231,4.169637546
0.370861669,1,0,0,0,1.098612289,0.397699409,-0.448051913,2.143664398,4.80344711
0.388238586,1,0,0,0,1.098612289,0.546840053,0.867646935,3.158810417,4.822054187
0.433637891,1,0,0,0,1.945910149,0.641253477,0.044699487,1.725134133,7.818729101
0.070525532,1,1,0,0,1.945910149,0.648283196,0.17192376,1.534818599,7.994497395
0.405513256,1,0,0,0,2.397895273,0.673958457,-0.052199902,1.359476104,7.945312395
0.449719653,1,0,0,0,2.397895273,0.673958457,-0.052199902,1.359476104,7.945312395
0.381384848,1,0,0,0,2.708050201,0.722702846,0.050207235,1.605572478,8.321226968
0.465353402,1,0,0,0,2.708050201,0.722702846,0.050207235,1.605572478,8.321226968
0.476771947,1,0,0,0,2.63905733,0.592298389,0.147245844,1.831684324,8.192874797
0.141161794,1,0,0,0,2.708050201,0.896664631,0.56242775,1.73164337,6.945087672
0.316914048,1,0,1,0,2.833213344,1,0.514422963,1.440480635,7.168894178
0.258104477,1,0,0,0,2.079441542,0.986104483,0.784006532,1.082670135,7.290101868
0.411320851,1,0,0,0,2.079441542,0.986104483,0.784006532,1.082670135,7.290101868
-0.031530027,1,0,0,0,2.079441542,0.915129857,0.123425699,0.851923353,7.314204569
0.5,1,0,0,0,1.945910149,0.916000593,0.29932736,1.009200113,7.412987891
0.469888056,1,0,0,0,1.945910149,0.771555183,0.015099241,1.034026883,7.425887544
0.33591951,1,0,1,1,0,0.519183547,0.277153467,0.930421854,5.397628622
0.363323823,1,0,0,0,2.079441542,0.845799305,0.162517448,1.121198248,8.858130161
0.401519172,1,0,1,0,2.079441542,0.845799305,0.162517448,1.121198248,8.858130161
0.454916855,1,0,0,0,2.397895273,0.749326733,0.318239834,1.132526282,9.141492311
0.38013726,1,0,1,0,2.397895273,0.749326733,0.318239834,1.132526282,9.141492311
0.444938052,1,0,0,0,2.564949357,0.733844365,0.735297096,1.252221993,9.539376961
0.358842502,1,0,1,0,2.564949357,0.733844365,0.735297096,1.252221993,9.539376961
0.067786366,1,1,0,0,2.564949357,0.715972644,-0.060295045,1.121527126,9.68788785
0.459429997,1,0,0,0,2.564949357,0.715972644,-0.060295045,1.121527126,9.68788785
0.431398462,1,0,0,0,2.772588722,0.722871248,0.166105309,1.038992714,9.824862602
0.466852841,1,0,0,0,2.63905733,0.692572308,0.02856534,1.068196223,9.930703613
0.444653032,1,0,0,0,2.63905733,0.601071083,0.130918142,1.087822253,9.985836414
0.444991357,1,0,0,0,2.63905733,0.601071083,0.130918142,1.087822253,9.985836414
0.489904234,1,0,0,0,3.218875825,0.690494895,-0.162337645,1.65842084,8.944158831
0.351749294,1,0,0,0,3.36729583,0.652241121,0.375152867,2.564680018,9.065545787
0.447367308,1,0,0,0,3.401197382,0.727406574,-0.082013088,2.285366209,9.515616753
0.45997966,1,0,0,0,3.218875825,0.965706408,-0.022832467,2.342916735,9.453913805
0.278136726,1,1,0,0,3.218875825,0.965706408,-0.022832467,2.342916735,9.453913805
0.397598095,1,0,0,0,3.218875825,0.758268929,-0.235276869,1.441403844,9.669409436
0.490442693,1,0,0,0,3.218875825,0.758268929,-0.235276869,1.441403844,9.669409436
0.477366667,1,0,0,0,3.218875825,0.758268929,-0.235276869,1.441403844,9.669409436
0.481282643,1,0,0,0,3.218875825,0.758268929,-0.235276869,1.441403844,9.669409436
0.479641977,1,0,0,0,3.218875825,0.758268929,-0.235276869,1.441403844,9.669409436
0.477753881,1,0,0,0,3.218875825,0.758268929,-0.235276869,1.441403844,9.669409436
0.476787369,1,0,0,0,3.218875825,0.758268929,-0.235276869,1.441403844,9.669409436
0.299622591,1,0,0,0,3.36729583,0.663691313,-0.235645555,1.384330276,9.789702763
0.466191894,1,0,0,0,3.36729583,0.663691313,-0.235645555,1.384330276,9.789702763
0.082444152,1,1,0,0,3.36729583,0.663691313,-0.235645555,1.384330276,9.789702763
0.488270333,1,0,0,0,3.401197382,0.728048102,-0.395262608,1.264512215,9.680656452
0.156125531,0,0,1,0,3.218875825,0.735981672,0.530722109,1.056446691,9.728360056
0.457657626,1,0,0,0,3.33220451,0.750024668,0.025703747,1.702378497,9.547740749
0.462768722,1,0,0,0,2.48490665,0.631214115,-0.766201815,1.107692302,7.207782091
0.200488152,1,0,0,0,2.397895273,0.833686269,2.115183175,1.507734267,7.20520524
0.217762315,1,0,0,0,2.397895273,0.833686269,2.115183175,1.507734267,7.20520524
0.018214381,1,0,0,0,0.693147181,0.3134006,0.061670108,1.184480926,4.382389069
0.392286925,1,0,0,0,0.693147181,0.390756672,0.089737474,1.093479391,4.504476541
-0.079341631,1,1,0,0,1.945910149,0.820929632,0.257416334,1.935467187,5.646361673
0.485846553,1,0,0,1,1.609437912,0.636741467,0.413507471,2.194493289,6.171414544
0.416347422,1,0,0,0,1.386294361,0.389217046,2.411875747,5.274086128,4.597621768
0.460353406,1,0,0,0,1.098612289,0.448677546,-0.524945772,1.070960067,4.439021146
0.452736476,1,0,0,0,1.386294361,0.338795505,0.916666714,2.388094943,4.957164191
0.403751162,1,0,0,0,1.386294361,0.338795505,0.916666714,2.388094943,4.957164191
0.302062893,1,1,0,0,1.791759469,0.337472998,-0.488142296,2.525259075,4.695440414
0.454736724,1,0,0,0,1.945910149,0.418480277,-0.068211103,2.191844346,4.409252621
0.391964919,1,0,0,0,1.945910149,0.418480277,-0.068211103,2.191844346,4.409252621
0.466803697,1,0,0,0,1.791759469,0.712624431,2.411875747,10.2134654,3.889081858
0.208430697,1,1,0,0,1.791759469,0.712624431,2.411875747,10.2134654,3.889081858
0.141033947,1,1,1,0,1.791759469,0.712624431,2.411875747,10.2134654,3.889081858
0.47636298,1,0,0,0,3.218875825,0.692423032,-0.149559002,3.200862327,7.60439037
0.388218293,1,0,0,0,3.218875825,0.692423032,-0.149559002,3.200862327,7.60439037
0.428492304,1,0,0,0,3.218875825,0.692423032,-0.149559002,3.200862327,7.60439037
0.108284368,1,1,1,1,0.693147181,0.300343126,-0.044854882,5.890168409,3.392795518
0.486988217,1,0,0,1,0.693147181,0.300343126,-0.044854882,5.890168409,3.392795518
0.48385414,1,0,0,0,0.693147181,0.300343126,-0.044854882,5.890168409,3.392795518
0.392992095,1,0,0,0,0,0.321911516,0.190163993,4.455687374,4.316167242
0.35090421,1,0,0,0,0.693147181,0.379220111,0.130816465,8.32786679,3.795511661
0.426993516,1,0,0,0,0.693147181,0.25238599,2.159487078,3.540295917,2.898505258
0.355522771,1,0,1,0,1.386294361,0.327544978,-0.558659595,3.211348341,3.394743265
0.414934003,1,0,0,0,1.609437912,0.244644082,1.031728054,2.441259813,3.464891797
0.275407168,1,0,0,0,1.791759469,0.366375262,-0.382611823,3.95192216,3.43521226
0.253074422,1,0,1,0,1.791759469,0.366375262,-0.382611823,3.95192216,3.43521226
0.441695907,1,0,0,0,1.609437912,0.396486475,-0.161825772,2.864997559,4.08434473
0.465927975,1,0,0,0,1.609437912,0.396486475,-0.161825772,2.864997559,4.08434473
0.384860543,1,0,1,0,0,0.426413885,0.274210467,10.63602013,2.463683013
0.451369881,1,0,0,0,1.791759469,1,0.396655474,4.038283786,4.877134377
0.04148925,1,1,0,0,1.791759469,1,0.396655474,4.038283786,4.877134377
0.464057535,1,0,1,0,1.791759469,1,0.396655474,4.038283786,4.877134377
0.128474486,1,1,0,0,2.48490665,0.971193974,-0.047653184,2.537519011,5.271069492
0.054542181,1,1,0,0,2.48490665,0.971193974,-0.047653184,2.537519011,5.271069492
0.010103801,1,1,0,0,2.302585093,0.971365255,0.375660014,3.786759995,5.647265032
0.362815849,1,0,0,0,2.302585093,0.971365255,0.375660014,3.786759995,5.647265032
0.420840544,1,0,0,0,2.197224577,0.961707499,-0.177664008,2.829103733,5.907881831
-0.102102338,1,1,0,0,2.197224577,0.961707499,-0.177664008,2.829103733,5.907881831
0.353574717,1,0,0,0,1.791759469,0.912827979,0.418390882,1.321916433,6.690914325
0.199906006,1,0,0,0,1.386294361,0.989011053,-0.260928522,1.236801002,6.806589287
0.309708921,1,0,0,0,1.386294361,0.995813923,0.390188013,1.239782722,6.758757467
0.334520961,1,0,0,0,1.609437912,0.920123217,-0.478056443,1.175064278,6.836969015
0.337601318,1,0,0,0,1.098612289,0.990079381,0.6696697,1.091904221,6.865278792
0.44524717,1,0,0,0,1.609437912,0.917089371,0.023275366,1.154099396,6.841181622
0.475628029,1,0,0,0,1.609437912,0.917089371,0.023275366,1.154099396,6.841181622
0.236591736,1,1,0,0,1.791759469,0.776852117,0.104230346,1.598778358,7.001422291
0.435260468,1,0,0,0,1.791759469,0.511879402,0.556756794,1.679578113,4.353447103
0.08260134,1,0,1,0,1.791759469,0.511879402,0.556756794,1.679578113,4.353447103
0.29347385,1,0,1,1,0.693147181,0.269545105,-0.178410801,3.692081595,3.082597807
0.233310828,1,0,0,0,2.63905733,0.832088364,-0.242246689,1.681432865,8.326153744
0.178077432,1,0,0,0,2.772588722,0.840423247,0.655827884,1.709805935,8.348182649
0.392701057,1,0,0,0,2.772588722,0.908485098,0.403990745,2.029281722,8.61808775
0.44379175,1,0,0,0,2.772588722,0.908485098,0.403990745,2.029281722,8.61808775
0.431502837,1,0,0,0,2.564949357,1,-0.17203603,1.540382672,8.596170717
0.324787633,1,0,0,0,2.564949357,1,-0.17203603,1.540382672,8.596170717
0.291867051,1,0,0,0,2.197224577,1,0.202893772,1.552972018,6.44051423
0.290501404,1,0,0,0,2.197224577,1,0.202893772,1.552972018,6.44051423
0.368917772,1,0,0,1,1.945910149,1,-0.358187006,1.515474948,6.423716009
0.055301537,1,0,0,0,1.945910149,1,-0.358187006,1.515474948,6.423716009
-0.00445292,1,0,0,0,1.386294361,0.998395203,-0.056232897,1.365942101,6.684279172
0.051049894,1,0,0,0,1.386294361,0.998395203,-0.056232897,1.365942101,6.684279172
0.211794488,1,0,0,0,0.693147181,1,-0.256774667,0.993741888,6.979006532
0.376578974,1,0,0,0,0.693147181,0.974894468,0.029696113,0.897984421,6.777647733
0.372575494,1,0,0,0,1.609437912,0.601612845,0.1683248,1.130255743,7.628596904
0.435156579,1,0,0,0,1.609437912,0.699559149,0.753253853,0.985805661,8.107026448
0.472618159,1,0,0,0,1.945910149,0.656778491,-0.005511248,1.064371252,8.325326141
0.444720299,1,0,0,0,2.079441542,0.550432766,-0.099227495,1.23210839,8.36166296
0.254959719,1,0,0,0,0,0.585471276,0.311362367,0.797166032,5.840923594
-0.252204245,1,1,1,0,0,0.783428175,0.284999453,1.141925694,5.263177117
0.417856428,1,0,0,0,1.791759469,0.806161953,-0.082601865,2.20685618,8.434660135
0.471082216,1,0,0,0,2.079441542,0.818308642,0.136044363,2.113407304,8.619398816
0.289278833,1,1,0,0,2.079441542,0.87734001,-0.204035536,1.987988274,8.697702273
0.438845521,1,0,0,0,2.079441542,0.87734001,-0.204035536,1.987988274,8.697702273
0.394059354,1,0,0,0,1.945910149,0.880001643,0.323623687,1.900911148,8.634696188
0.395777972,1,0,0,0,1.945910149,0.880001643,0.323623687,1.900911148,8.634696188
0.352033967,1,0,1,0,1.945910149,0.880001643,0.323623687,1.900911148,8.634696188
0.344430241,1,0,1,0,1.945910149,0.880001643,0.323623687,1.900911148,8.634696188
0.10438054,1,1,1,0,1.945910149,0.880001643,0.323623687,1.900911148,8.634696188
0.275843749,1,0,1,0,1.945910149,0.880001643,0.323623687,1.900911148,8.634696188
0.430047747,1,0,0,0,2.302585093,0.852130688,-0.302786337,2.153966277,8.586667387
0.474091798,1,0,0,0,2.302585093,0.852130688,-0.302786337,2.153966277,8.586667387
0.353727422,1,0,0,0,2.397895273,0.859695861,-0.232885966,2.121932546,8.562991838
0.455668577,1,0,0,0,2.397895273,0.859695861,-0.232885966,2.121932546,8.562991838
0.34198301,1,0,1,0,2.397895273,0.859695861,-0.232885966,2.121932546,8.562991838
0.340773933,1,0,1,0,2.397895273,0.859695861,-0.232885966,2.121932546,8.562991838
0.340361888,1,0,1,0,2.397895273,0.859695861,-0.232885966,2.121932546,8.562991838
0.340548423,1,0,1,0,2.397895273,0.859695861,-0.232885966,2.121932546,8.562991838
0.430587864,1,0,0,0,1.609437912,0.900420916,0.22935947,1.419998356,8.557943695
0.377423034,1,0,0,0,1.609437912,0.900420916,0.22935947,1.419998356,8.557943695
0.473792885,1,0,0,0,1.609437912,0.873766921,0.148962741,1.740802589,8.444529376
0.327825732,1,0,0,0,1.609437912,0.873766921,0.148962741,1.740802589,8.444529376
0.238459711,1,0,1,0,2.079441542,0.850198466,0.747416566,1.837256497,8.420192964
0.224885942,1,0,1,0,2.079441542,0.850198466,0.747416566,1.837256497,8.420192964
0.479909571,1,0,0,0,1.945910149,0.76026032,0.234103167,2.365077774,8.453940031
0.124718368,1,1,0,0,0,0.039285875,-0.062500004,0.683675254,3.119762422
0.168516562,1,0,0,0,0,0.039285875,-0.062500004,0.683675254,3.119762422
0.311918183,1,0,0,0,1.098612289,1,-0.051236695,2.963920104,6.120719308
0.407579003,1,0,0,0,1.098612289,1,-0.051236695,2.963920104,6.120719308
0.350869963,1,1,0,0,1.386294361,0.965673775,0.479500898,2.235698785,6.364556246
0.162009833,1,1,0,0,1.609437912,0.951999818,-0.092399386,1.686119243,6.70484441
0.339909779,1,0,0,0,1.098612289,0.549936174,0.086990576,1.527203017,6.453324166
0.488492072,1,0,0,0,1.609437912,0.531057943,-0.111030985,1.240893462,6.542822043
0.186587359,1,1,0,0,0.693147181,0.339850661,-0.406554494,0.845348007,6.946570141
0.253641671,1,1,0,0,0,0.263875019,-0.408247451,0.761471194,7.084651311
0.383454673,1,0,1,0,0,0.263875019,-0.408247451,0.761471194,7.084651311
0.459157449,1,0,0,0,0,0.231855612,-0.026578057,0.85405893,7.135633205
0.070488729,0,0,1,1,0,0.16892494,0.46802328,0.834686365,7.000674421
0.316420472,1,0,0,0,0,0.16892494,0.46802328,0.834686365,7.000674421
0.280093369,0,0,1,0,1.098612289,0.674417847,0.555004861,1.076979386,6.25956808
0.283018985,0,0,1,0,1.098612289,0.674417847,0.555004861,1.076979386,6.25956808
0.486831587,1,0,0,0,0,0.563409727,-0.621718669,1.457523631,6.075169004
0.490191005,1,0,0,0,0,0.427557065,-0.424652326,1.350738896,5.904754034
0.275204832,1,0,0,0,1.098612289,0.767501639,0.193170505,1.104636751,7.097700204
-0.035908241,0,0,1,0,1.609437912,0.873100174,0.19620935,1.415542214,7.087541959
-0.002039774,0,0,1,0,1.386294361,0.774699551,-0.017946981,1.025914008,7.04546991
